難易度	問題文	正解	偽選択肢１	偽選択肢２	偽選択肢３
3	148+□□＝224	76	86	77	81
3	878-□□＝53	825	815	835	824
3	114+□□＝207	93	103	94	98
3	869+□□＝890	21	31	22	26
3	571+□□＝596	25	35	26	30
3	247+□□＝334	87	97	88	92
3	667+□□＝735	68	78	69	73
3	218-□□＝12	206	196	216	205
3	257-□□＝92	165	155	175	164
3	979-□□＝20	959	949	969	958
3	662+□□＝724	62	72	63	67
3	363+□□＝408	45	55	46	50
3	668-□□＝62	606	596	616	605
3	428+□□＝520	92	102	93	97
3	526-□□＝7	519	509	529	518
3	488-□□＝60	428	418	438	427
3	322-□□＝72	250	240	260	249
3	406-□□＝13	393	383	403	392
3	376+□□＝432	56	66	57	61
3	906+□□＝958	52	62	53	57
3	970-□□＝4	966	956	976	965
3	547+□□＝619	72	82	73	77
3	366-□□＝33	333	323	343	332
3	874+□□＝950	76	86	77	81
3	478-□□＝70	408	398	418	407
3	129+□□＝224	95	105	96	100
3	228-□□＝22	206	196	216	205
3	730-□□＝37	693	683	703	692
3	912+□□＝999	87	97	88	92
3	598-□□＝49	549	539	559	548
3	619+□□＝621	2	12	3	7
3	387+□□＝394	7	17	8	12
3	929-□□＝90	839	829	849	838
3	369+□□＝417	48	58	49	53
3	630+□□＝665	35	45	36	40
3	126+□□＝146	20	30	21	25
3	168+□□＝190	22	32	23	27
3	431-□□＝76	355	345	365	354
3	529+□□＝559	30	40	31	35
3	881+□□＝909	28	38	29	33
3	638-□□＝44	594	584	604	593
3	924-□□＝45	879	869	889	878
3	414+□□＝426	12	22	13	17
3	821-□□＝87	734	724	744	733
3	766-□□＝85	681	671	691	680
3	187-□□＝87	100	90	110	99
3	703+□□＝755	52	62	53	57
3	723-□□＝58	665	655	675	664
3	891-□□＝72	819	809	829	818
3	103+□□＝187	84	94	85	89
3	378-□□＝57	321	311	331	320
3	809-□□＝51	758	748	768	757
3	552-□□＝38	514	504	524	513
3	625+□□＝657	32	42	33	37
3	861-□□＝20	841	831	851	840
3	825+□□＝868	43	53	44	48
3	239-□□＝48	191	181	201	190
3	710+□□＝731	21	31	22	26
3	501+□□＝589	88	98	89	93
3	430+□□＝432	2	12	3	7
3	785-□□＝81	704	694	714	703
3	562+□□＝644	82	92	83	87
3	828+□□＝917	89	99	90	94
3	401+□□＝478	77	87	78	82
3	361-□□＝5	356	346	366	355
3	268-□□＝45	223	213	233	222
3	625-□□＝89	536	526	546	535
3	541-□□＝32	509	499	519	508
3	580+□□＝582	2	12	3	7
3	602+□□＝636	34	44	35	39
3	683-□□＝7	676	666	686	675
3	538-□□＝6	532	522	542	531
3	738-□□＝16	722	712	732	721
3	525-□□＝3	522	512	532	521
3	447+□□＝514	67	77	68	72
3	647-□□＝93	554	544	564	553
3	138-□□＝68	70	60	80	69
3	629+□□＝677	48	58	49	53
3	349-□□＝70	279	269	289	278
3	200+□□＝240	40	50	41	45
3	767-□□＝50	717	707	727	716
3	139-□□＝0	139	129	149	138
3	759-□□＝91	668	658	678	667
3	219+□□＝279	60	70	61	65
3	910-□□＝40	870	860	880	869
3	297+□□＝385	88	98	89	93
3	503+□□＝532	29	39	30	34
3	387-□□＝42	345	335	355	344
3	802+□□＝846	44	54	45	49
3	599-□□＝7	592	582	602	591
3	371+□□＝407	36	46	37	41
3	885-□□＝51	834	824	844	833
3	535+□□＝606	71	81	72	76
3	410+□□＝485	75	85	76	80
3	661-□□＝85	576	566	586	575
3	849+□□＝917	68	78	69	73
3	611+□□＝666	55	65	56	60
3	495-□□＝68	427	417	437	426
3	893-□□＝71	822	812	832	821
3	559+□□＝656	97	107	98	102
3	582+□□＝673	91	101	92	96
3	620+□□＝671	51	61	52	56
3	316-□□＝18	298	288	308	297
3	871-□□＝13	858	848	868	857
3	568+□□＝618	50	60	51	55
3	229+□□＝315	86	96	87	91
3	519+□□＝563	44	54	45	49
3	217+□□＝309	92	102	93	97
3	540+□□＝588	48	58	49	53
3	876+□□＝917	41	51	42	46
3	370+□□＝420	50	60	51	55
3	965-□□＝44	921	911	931	920
3	391-□□＝58	333	323	343	332
3	769+□□＝795	26	36	27	31
3	476-□□＝66	410	400	420	409
3	364+□□＝421	57	67	58	62
3	626-□□＝12	614	604	624	613
3	340-□□＝3	337	327	347	336
3	428-□□＝16	412	402	422	411
3	981+□□＝984	3	13	4	8
3	163+□□＝223	60	70	61	65
3	618+□□＝655	37	47	38	42
3	328-□□＝87	241	231	251	240
3	149-□□＝52	97	87	107	96
3	613+□□＝641	28	38	29	33
3	160-□□＝37	123	113	133	122
3	106+□□＝117	11	21	12	16
3	643+□□＝700	57	67	58	62
3	270+□□＝278	8	18	9	13
3	794+□□＝802	8	18	9	13
3	181-□□＝37	144	134	154	143
3	260-□□＝96	164	154	174	163
3	180-□□＝86	94	84	104	93
3	843+□□＝855	12	22	13	17
3	620-□□＝76	544	534	554	543
3	576+□□＝613	37	47	38	42
3	181+□□＝233	52	62	53	57
3	274+□□＝278	4	14	5	9
3	635-□□＝20	615	605	625	614
3	645+□□＝674	29	39	30	34
3	846-□□＝17	829	819	839	828
3	729+□□＝785	56	66	57	61
3	648-□□＝47	601	591	611	600
3	613+□□＝637	24	34	25	29
3	254+□□＝270	16	26	17	21
3	694-□□＝55	639	629	649	638
3	762-□□＝56	706	696	716	705
3	601-□□＝65	536	526	546	535
3	329+□□＝423	94	104	95	99
3	539+□□＝622	83	93	84	88
3	298+□□＝380	82	92	83	87
3	319+□□＝368	49	59	50	54
3	359-□□＝15	344	334	354	343
3	180+□□＝236	56	66	57	61
3	869+□□＝922	53	63	54	58
3	681+□□＝747	66	76	67	71
3	734+□□＝778	44	54	45	49
3	613+□□＝694	81	91	82	86
3	150+□□＝231	81	91	82	86
3	219+□□＝263	44	54	45	49
3	226-□□＝50	176	166	186	175
3	867+□□＝963	96	106	97	101
3	237-□□＝84	153	143	163	152
3	390+□□＝395	5	15	6	10
3	122-□□＝12	110	100	120	109
3	155-□□＝59	96	86	106	95
3	170+□□＝215	45	55	46	50
3	341+□□＝440	99	109	100	104
3	335+□□＝372	37	47	38	42
3	201-□□＝23	178	168	188	177
3	544+□□＝635	91	101	92	96
3	274-□□＝55	219	209	229	218
3	151-□□＝20	131	121	141	130
3	696+□□＝784	88	98	89	93
3	329-□□＝85	244	234	254	243
3	978-□□＝99	879	869	889	878
3	675+□□＝764	89	99	90	94
3	376-□□＝61	315	305	325	314
3	735+□□＝802	67	77	68	72
3	807+□□＝871	64	74	65	69
3	704-□□＝13	691	681	701	690
3	820-□□＝24	796	786	806	795
3	612+□□＝616	4	14	5	9
3	487+□□＝492	5	15	6	10
3	523+□□＝601	78	88	79	83
3	397-□□＝44	353	343	363	352
3	744-□□＝88	656	646	666	655
3	764+□□＝794	30	40	31	35
3	958-□□＝73	885	875	895	884
3	378-□□＝90	288	278	298	287
3	466+□□＝526	60	70	61	65
3	839-□□＝78	761	751	771	760
3	891-□□＝2	889	879	899	888
3	865-□□＝75	790	780	800	789
3	121+□□＝134	13	23	14	18
3	145+□□＝236	91	101	92	96
3	910+□□＝986	76	86	77	81
3	876+□□＝937	61	71	62	66
3	220-□□＝47	173	163	183	172
3	792+□□＝884	92	102	93	97
3	379-□□＝21	358	348	368	357
3	197+□□＝204	7	17	8	12
3	336+□□＝371	35	45	36	40
3	632+□□＝728	96	106	97	101
3	404+□□＝414	10	20	11	15
3	246-□□＝56	190	180	200	189
3	252-□□＝26	226	216	236	225
3	535-□□＝1	534	524	544	533
3	348+□□＝411	63	73	64	68
3	871-□□＝18	853	843	863	852
3	620-□□＝15	605	595	615	604
3	902-□□＝35	867	857	877	866
3	396+□□＝432	36	46	37	41
3	449+□□＝466	17	27	18	22
3	486-□□＝40	446	436	456	445
3	109+□□＝167	58	68	59	63
3	234+□□＝316	82	92	83	87
3	817+□□＝882	65	75	66	70
3	768+□□＝809	41	51	42	46
3	742+□□＝815	73	83	74	78
3	751-□□＝68	683	673	693	682
3	548-□□＝73	475	465	485	474
3	123+□□＝137	14	24	15	19
3	415-□□＝42	373	363	383	372
3	747-□□＝97	650	640	660	649
3	909-□□＝4	905	895	915	904
3	823-□□＝54	769	759	779	768
3	366-□□＝81	285	275	295	284
3	745+□□＝839	94	104	95	99
3	132-□□＝6	126	116	136	125
3	415-□□＝4	411	401	421	410
3	523+□□＝617	94	104	95	99
3	185-□□＝50	135	125	145	134
3	978-□□＝49	929	919	939	928
3	470+□□＝536	66	76	67	71
3	837+□□＝873	36	46	37	41
3	402-□□＝99	303	293	313	302
3	905-□□＝15	890	880	900	889
3	831-□□＝18	813	803	823	812
3	923+□□＝982	59	69	60	64
3	300+□□＝366	66	76	67	71
3	477-□□＝2	475	465	485	474
3	948+□□＝987	39	49	40	44
3	535+□□＝593	58	68	59	63
3	406-□□＝67	339	329	349	338
3	530+□□＝558	28	38	29	33
3	960-□□＝91	869	859	879	868
3	738+□□＝763	25	35	26	30
3	698+□□＝752	54	64	55	59
3	817+□□＝875	58	68	59	63
3	636+□□＝690	54	64	55	59
3	859+□□＝886	27	37	28	32
3	913-□□＝62	851	841	861	850
3	217-□□＝29	188	178	198	187
3	493-□□＝48	445	435	455	444
3	727+□□＝805	78	88	79	83
3	572+□□＝614	42	52	43	47
3	489-□□＝83	406	396	416	405
3	914+□□＝955	41	51	42	46
3	848+□□＝860	12	22	13	17
3	272-□□＝96	176	166	186	175
3	488+□□＝564	76	86	77	81
3	684+□□＝702	18	28	19	23
3	151-□□＝41	110	100	120	109
3	164-□□＝1	163	153	173	162
3	819+□□＝914	95	105	96	100
3	703-□□＝13	690	680	700	689
3	287+□□＝351	64	74	65	69
3	807+□□＝838	31	41	32	36
3	139+□□＝217	78	88	79	83
3	831-□□＝38	793	783	803	792
3	894+□□＝894	0	10	1	5
3	475+□□＝557	82	92	83	87
3	838-□□＝51	787	777	797	786
3	443+□□＝478	35	45	36	40
3	199-□□＝46	153	143	163	152
3	197+□□＝215	18	28	19	23
3	477+□□＝554	77	87	78	82
3	654-□□＝79	575	565	585	574
3	600+□□＝668	68	78	69	73
3	431-□□＝29	402	392	412	401
3	242+□□＝277	35	45	36	40
3	366-□□＝57	309	299	319	308
3	118-□□＝27	91	81	101	90
3	702+□□＝726	24	34	25	29
3	442-□□＝52	390	380	400	389
3	913-□□＝33	880	870	890	879
3	477+□□＝558	81	91	82	86
3	330+□□＝402	72	82	73	77
3	769-□□＝5	764	754	774	763
3	672+□□＝718	46	56	47	51
3	766+□□＝851	85	95	86	90
3	569-□□＝53	516	506	526	515
3	694+□□＝731	37	47	38	42
3	184+□□＝280	96	106	97	101
3	743+□□＝810	67	77	68	72
3	368+□□＝458	90	100	91	95
3	975+□□＝991	16	26	17	21
3	881-□□＝80	801	791	811	800
3	794-□□＝34	760	750	770	759
3	642+□□＝705	63	73	64	68
3	679+□□＝723	44	54	45	49
3	787-□□＝32	755	745	765	754
3	172+□□＝180	8	18	9	13
3	522+□□＝583	61	71	62	66
3	752+□□＝831	79	89	80	84
3	158-□□＝14	144	134	154	143
3	852-□□＝26	826	816	836	825
3	913-□□＝87	826	816	836	825
3	206-□□＝43	163	153	173	162
3	548-□□＝28	520	510	530	519
3	619+□□＝667	48	58	49	53
3	965+□□＝982	17	27	18	22
3	893-□□＝67	826	816	836	825
3	288+□□＝329	41	51	42	46
3	680-□□＝47	633	623	643	632
3	951-□□＝76	875	865	885	874
3	149+□□＝155	6	16	7	11
3	583-□□＝53	530	520	540	529
3	466+□□＝545	79	89	80	84
3	491-□□＝78	413	403	423	412
3	518+□□＝563	45	55	46	50
3	432+□□＝448	16	26	17	21
3	668+□□＝736	68	78	69	73
3	577+□□＝610	33	43	34	38
3	221-□□＝81	140	130	150	139
3	726-□□＝89	637	627	647	636
3	977-□□＝47	930	920	940	929
3	787+□□＝883	96	106	97	101
3	565-□□＝55	510	500	520	509
3	140-□□＝5	135	125	145	134
3	493-□□＝36	457	447	467	456
3	375+□□＝420	45	55	46	50
3	913-□□＝60	853	843	863	852
3	714+□□＝761	47	57	48	52
3	356+□□＝438	82	92	83	87
3	133+□□＝193	60	70	61	65
3	260+□□＝306	46	56	47	51
3	173-□□＝17	156	146	166	155
3	546+□□＝587	41	51	42	46
3	363-□□＝79	284	274	294	283
3	218+□□＝267	49	59	50	54
3	141-□□＝16	125	115	135	124
3	877+□□＝955	78	88	79	83
3	390+□□＝434	44	54	45	49
3	449-□□＝33	416	406	426	415
3	418-□□＝11	407	397	417	406
3	205+□□＝292	87	97	88	92
3	473+□□＝570	97	107	98	102
3	546+□□＝636	90	100	91	95
3	698-□□＝20	678	668	688	677
3	104+□□＝159	55	65	56	60
3	122+□□＝193	71	81	72	76
3	749-□□＝19	730	720	740	729
3	306-□□＝43	263	253	273	262
3	858+□□＝942	84	94	85	89
3	659+□□＝745	86	96	87	91
3	671-□□＝84	587	577	597	586
3	684-□□＝97	587	577	597	586
3	864-□□＝57	807	797	817	806
3	143-□□＝7	136	126	146	135
3	608-□□＝94	514	504	524	513
3	864-□□＝14	850	840	860	849
3	506+□□＝580	74	84	75	79
3	316+□□＝397	81	91	82	86
3	383+□□＝444	61	71	62	66
3	298-□□＝11	287	277	297	286
3	942-□□＝47	895	885	905	894
3	643-□□＝60	583	573	593	582
3	452+□□＝481	29	39	30	34
3	332-□□＝31	301	291	311	300
3	218+□□＝235	17	27	18	22
3	191+□□＝281	90	100	91	95
3	822-□□＝67	755	745	765	754
3	630-□□＝8	622	612	632	621
3	966-□□＝75	891	881	901	890
3	356-□□＝33	323	313	333	322
3	691+□□＝778	87	97	88	92
3	620-□□＝19	601	591	611	600
3	764-□□＝71	693	683	703	692
3	388-□□＝54	334	324	344	333
3	104-□□＝20	84	74	94	83
3	819-□□＝56	763	753	773	762
3	421+□□＝434	13	23	14	18
3	963+□□＝985	22	32	23	27
3	626+□□＝676	50	60	51	55
3	233+□□＝265	32	42	33	37
3	437+□□＝477	40	50	41	45
3	138+□□＝213	75	85	76	80
3	866-□□＝79	787	777	797	786
3	699-□□＝66	633	623	643	632
3	651-□□＝10	641	631	651	640
3	791-□□＝29	762	752	772	761
3	558-□□＝95	463	453	473	462
3	407+□□＝446	39	49	40	44
3	238+□□＝307	69	79	70	74
3	303-□□＝32	271	261	281	270
3	761-□□＝17	744	734	754	743
3	444+□□＝470	26	36	27	31
3	475-□□＝69	406	396	416	405
3	884-□□＝63	821	811	831	820
3	113+□□＝189	76	86	77	81
3	511-□□＝55	456	446	466	455
3	218-□□＝8	210	200	220	209
3	650+□□＝658	8	18	9	13
3	790-□□＝48	742	732	752	741
3	171+□□＝266	95	105	96	100
3	495-□□＝66	429	419	439	428
3	288-□□＝70	218	208	228	217
3	490-□□＝71	419	409	429	418
3	612-□□＝56	556	546	566	555
3	408-□□＝66	342	332	352	341
3	103-□□＝30	73	63	83	72
3	713-□□＝99	614	604	624	613
3	162-□□＝62	100	90	110	99
3	156-□□＝6	150	140	160	149
3	126+□□＝154	28	38	29	33
3	428-□□＝24	404	394	414	403
3	715-□□＝6	709	699	719	708
3	587+□□＝649	62	72	63	67
3	488+□□＝513	25	35	26	30
3	446-□□＝5	441	431	451	440
3	825+□□＝842	17	27	18	22
3	408+□□＝469	61	71	62	66
3	372-□□＝2	370	360	380	369
3	266+□□＝353	87	97	88	92
3	833-□□＝33	800	790	810	799
3	294-□□＝27	267	257	277	266
3	314-□□＝69	245	235	255	244
3	228-□□＝99	129	119	139	128
3	530-□□＝39	491	481	501	490
3	682-□□＝99	583	573	593	582
3	619+□□＝677	58	68	59	63
3	730-□□＝27	703	693	713	702
3	592+□□＝620	28	38	29	33
3	174+□□＝257	83	93	84	88
3	718-□□＝54	664	654	674	663
3	229-□□＝43	186	176	196	185
3	342-□□＝86	256	246	266	255
3	108+□□＝134	26	36	27	31
3	594+□□＝605	11	21	12	16
3	837-□□＝86	751	741	761	750
3	500+□□＝526	26	36	27	31
3	234-□□＝59	175	165	185	174
3	139-□□＝64	75	65	85	74
3	642+□□＝691	49	59	50	54
3	253+□□＝277	24	34	25	29
3	353-□□＝33	320	310	330	319
3	838-□□＝94	744	734	754	743
3	327-□□＝11	316	306	326	315
3	344+□□＝397	53	63	54	58
3	940-□□＝58	882	872	892	881
3	234-□□＝88	146	136	156	145
3	110+□□＝142	32	42	33	37
3	821-□□＝32	789	779	799	788
3	256+□□＝345	89	99	90	94
3	832-□□＝82	750	740	760	749
3	801+□□＝872	71	81	72	76
3	465+□□＝546	81	91	82	86
3	730+□□＝748	18	28	19	23
3	576-□□＝7	569	559	579	568
3	357+□□＝426	69	79	70	74
3	716+□□＝726	10	20	11	15
3	218-□□＝36	182	172	192	181
3	416-□□＝58	358	348	368	357
3	514+□□＝544	30	40	31	35
3	278-□□＝86	192	182	202	191
3	796+□□＝874	78	88	79	83
3	770-□□＝26	744	734	754	743
3	363-□□＝17	346	336	356	345
3	523+□□＝575	52	62	53	57
3	905-□□＝73	832	822	842	831
3	721+□□＝812	91	101	92	96
3	390+□□＝443	53	63	54	58
3	627-□□＝85	542	532	552	541
3	794+□□＝807	13	23	14	18
3	640+□□＝666	26	36	27	31
3	936-□□＝41	895	885	905	894
3	435-□□＝73	362	352	372	361
3	274+□□＝368	94	104	95	99
3	553-□□＝55	498	488	508	497
3	293-□□＝84	209	199	219	208
3	470+□□＝470	0	10	1	5
3	982-□□＝34	948	938	958	947
3	941+□□＝943	2	12	3	7
3	817-□□＝95	722	712	732	721
3	816+□□＝894	78	88	79	83
3	188+□□＝206	18	28	19	23
3	828+□□＝896	68	78	69	73
3	348-□□＝18	330	320	340	329
3	112-□□＝40	72	62	82	71
3	144+□□＝198	54	64	55	59
3	663+□□＝708	45	55	46	50
3	436+□□＝469	33	43	34	38
3	995-□□＝70	925	915	935	924
3	910-□□＝86	824	814	834	823
3	330-□□＝32	298	288	308	297
3	303+□□＝326	23	33	24	28
3	841+□□＝891	50	60	51	55
3	619-□□＝10	609	599	619	608
3	287-□□＝73	214	204	224	213
3	627-□□＝27	600	590	610	599
3	785+□□＝807	22	32	23	27
3	731-□□＝33	698	688	708	697
3	653-□□＝7	646	636	656	645
3	654-□□＝57	597	587	607	596
3	460+□□＝544	84	94	85	89
3	227+□□＝274	47	57	48	52
3	243+□□＝311	68	78	69	73
3	629-□□＝35	594	584	604	593
3	230-□□＝76	154	144	164	153
3	103+□□＝173	70	80	71	75
3	538+□□＝615	77	87	78	82
3	878+□□＝960	82	92	83	87
3	306-□□＝12	294	284	304	293
3	417+□□＝455	38	48	39	43
3	154-□□＝84	70	60	80	69
3	730-□□＝50	680	670	690	679
3	156+□□＝243	87	97	88	92
3	386-□□＝78	308	298	318	307
3	316+□□＝358	42	52	43	47
3	997-□□＝88	909	899	919	908
3	157-□□＝22	135	125	145	134
3	963-□□＝12	951	941	961	950
3	125+□□＝159	34	44	35	39
3	803-□□＝6	797	787	807	796
3	359+□□＝446	87	97	88	92
3	505-□□＝7	498	488	508	497
3	766-□□＝54	712	702	722	711
3	229-□□＝42	187	177	197	186
3	545+□□＝595	50	60	51	55
3	109+□□＝130	21	31	22	26
3	769+□□＝775	6	16	7	11
3	102-□□＝47	55	45	65	54
3	333+□□＝356	23	33	24	28
3	692-□□＝35	657	647	667	656
3	777+□□＝875	98	108	99	103
3	828+□□＝919	91	101	92	96
3	726+□□＝795	69	79	70	74
3	400+□□＝431	31	41	32	36
3	681-□□＝89	592	582	602	591
3	355+□□＝375	20	30	21	25
3	282+□□＝337	55	65	56	60
3	441+□□＝445	4	14	5	9
3	399-□□＝68	331	321	341	330
3	128-□□＝80	48	38	58	47
3	386+□□＝439	53	63	54	58
3	555+□□＝583	28	38	29	33
3	408-□□＝37	371	361	381	370
3	693+□□＝725	32	42	33	37
3	590+□□＝622	32	42	33	37
3	449+□□＝467	18	28	19	23
3	406-□□＝5	401	391	411	400
3	532-□□＝76	456	446	466	455
3	247-□□＝73	174	164	184	173
3	322-□□＝49	273	263	283	272
3	665-□□＝44	621	611	631	620
3	843+□□＝877	34	44	35	39
3	497-□□＝70	427	417	437	426
3	180+□□＝247	67	77	68	72
3	800+□□＝811	11	21	12	16
3	800+□□＝874	74	84	75	79
3	481-□□＝75	406	396	416	405
3	655+□□＝743	88	98	89	93
3	795+□□＝821	26	36	27	31
3	270-□□＝19	251	241	261	250
3	142+□□＝215	73	83	74	78
3	418-□□＝9	409	399	419	408
3	590-□□＝47	543	533	553	542
3	650-□□＝11	639	629	649	638
3	159-□□＝83	76	66	86	75
3	578-□□＝94	484	474	494	483
3	458+□□＝478	20	30	21	25
3	149+□□＝184	35	45	36	40
3	814-□□＝41	773	763	783	772
3	480+□□＝508	28	38	29	33
3	948-□□＝29	919	909	929	918
3	348+□□＝432	84	94	85	89
3	311-□□＝93	218	208	228	217
3	663+□□＝694	31	41	32	36
3	924-□□＝81	843	833	853	842
3	427+□□＝432	5	15	6	10
3	860-□□＝92	768	758	778	767
3	863+□□＝928	65	75	66	70
3	589-□□＝66	523	513	533	522
3	463-□□＝77	386	376	396	385
3	287+□□＝345	58	68	59	63
3	558+□□＝640	82	92	83	87
3	712-□□＝85	627	617	637	626
3	597+□□＝639	42	52	43	47
3	924+□□＝938	14	24	15	19
3	241+□□＝259	18	28	19	23
3	117-□□＝4	113	103	123	112
3	919-□□＝19	900	890	910	899
3	183+□□＝184	1	11	2	6
3	792-□□＝86	706	696	716	705
3	249+□□＝297	48	58	49	53
3	644-□□＝65	579	569	589	578
3	196-□□＝31	165	155	175	164
3	437-□□＝21	416	406	426	415
3	824-□□＝10	814	804	824	813
3	916+□□＝949	33	43	34	38
3	698+□□＝705	7	17	8	12
3	891+□□＝901	10	20	11	15
3	538-□□＝87	451	441	461	450
3	579-□□＝82	497	487	507	496
3	225-□□＝76	149	139	159	148
3	403-□□＝51	352	342	362	351
3	237+□□＝307	70	80	71	75
3	861-□□＝81	780	770	790	779
3	207+□□＝286	79	89	80	84
3	538+□□＝623	85	95	86	90
3	706+□□＝789	83	93	84	88
3	295-□□＝16	279	269	289	278
3	852-□□＝44	808	798	818	807
3	374-□□＝43	331	321	341	330
3	447-□□＝34	413	403	423	412
